flyFrom,flyTo,price,cityFrom,cityTo,countryFrom,countryTo,distance,duration,local_departure,category
TIA,SDR,186,Tirana,Santander,Albania,Spain,1940.85,192900,2023-02-28 11:30:00,Nature
TIA,SDR,199,Tirana,Santander,Albania,Spain,1940.85,136500,2023-02-28 20:55:00,Nature
TIA,SDR,246,Tirana,Santander,Albania,Spain,1940.85,130800,2023-02-28 20:55:00,Nature
TIA,SDR,255,Tirana,Santander,Albania,Spain,1940.85,106200,2023-02-28 12:20:00,Nature
TIA,SDR,259,Tirana,Santander,Albania,Spain,1940.85,75000,2023-02-28 18:00:00,Nature
TIA,SDR,293,Tirana,Santander,Albania,Spain,1940.85,95400,2023-02-28 12:20:00,Nature
TIA,SDR,307,Tirana,Santander,Albania,Spain,1940.85,130800,2023-02-28 20:55:00,Nature
TIA,SDR,322,Tirana,Santander,Albania,Spain,1940.85,82200,2023-02-28 19:00:00,Nature
TIA,SDR,329,Tirana,Santander,Albania,Spain,1940.85,74100,2023-02-28 17:15:00,Nature
TIA,SDR,336,Tirana,Santander,Albania,Spain,1940.85,95400,2023-02-28 12:20:00,Nature
TIA,SDR,340,Tirana,Santander,Albania,Spain,1940.85,62400,2023-02-28 16:00:00,Nature
TIA,SDR,344,Tirana,Santander,Albania,Spain,1940.85,75300,2023-02-28 20:55:00,Nature
TIA,SDR,346,Tirana,Santander,Albania,Spain,1940.85,78600,2023-02-28 11:30:00,Nature
TIA,SDR,347,Tirana,Santander,Albania,Spain,1940.85,75300,2023-02-28 20:55:00,Nature
TIA,SDR,357,Tirana,Santander,Albania,Spain,1940.85,62400,2023-02-28 16:00:00,Nature
TIA,SDR,390,Tirana,Santander,Albania,Spain,1940.85,169200,2023-02-28 19:00:00,Nature
TIA,SDR,394,Tirana,Santander,Albania,Spain,1940.85,72000,2023-02-28 20:55:00,Nature
TIA,SDR,408,Tirana,Santander,Albania,Spain,1940.85,71400,2023-02-28 18:00:00,Nature
TIA,SDR,414,Tirana,Santander,Albania,Spain,1940.85,64500,2023-02-28 20:55:00,Nature
TIA,SDR,414,Tirana,Santander,Albania,Spain,1940.85,138000,2023-02-28 19:00:00,Nature
TIA,SDR,461,Tirana,Santander,Albania,Spain,1940.85,138000,2023-02-28 19:00:00,Nature
TIA,SDR,506,Tirana,Santander,Albania,Spain,1940.85,67800,2023-02-28 19:00:00,Nature
TIA,SDR,603,Tirana,Santander,Albania,Spain,1940.85,60900,2023-02-28 20:55:00,Nature
GRZ,SVQ,371,Graz,Seville,Austria,Spain,2046.76,200100,2023-02-28 15:05:00,Historical
GRZ,SVQ,376,Graz,Seville,Austria,Spain,2046.76,203700,2023-02-28 15:05:00,Historical
GRZ,SVQ,377,Graz,Seville,Austria,Spain,2046.76,197400,2023-02-28 15:05:00,Historical
GRZ,SVQ,378,Graz,Seville,Austria,Spain,2046.76,153000,2023-02-28 15:05:00,Historical
GRZ,SVQ,383,Graz,Seville,Austria,Spain,2046.76,153000,2023-02-28 15:05:00,Historical
GRZ,SVQ,398,Graz,Seville,Austria,Spain,2046.76,153300,2023-02-28 15:05:00,Historical
GRZ,SVQ,423,Graz,Seville,Austria,Spain,2046.76,153300,2023-02-28 15:05:00,Historical
GRZ,SVQ,460,Graz,Seville,Austria,Spain,2046.76,33300,2023-02-28 15:05:00,Historical
GRZ,SVQ,523,Graz,Seville,Austria,Spain,2046.76,111900,2023-02-28 15:05:00,Historical
GRZ,SVQ,551,Graz,Seville,Austria,Spain,2046.76,151200,2023-02-28 15:40:00,Historical
GRZ,SVQ,613,Graz,Seville,Austria,Spain,2046.76,31200,2023-02-28 15:40:00,Historical
GRZ,SVQ,631,Graz,Seville,Austria,Spain,2046.76,121200,2023-02-28 15:05:00,Historical
GRZ,SVQ,643,Graz,Seville,Austria,Spain,2046.76,111900,2023-02-28 15:05:00,Historical
GRZ,SVQ,676,Graz,Seville,Austria,Spain,2046.76,109800,2023-02-28 15:40:00,Historical
GRZ,SVQ,696,Graz,Seville,Austria,Spain,2046.76,97200,2023-02-28 15:05:00,Historical
GRZ,SVQ,772,Graz,Seville,Austria,Spain,2046.76,41700,2023-02-28 10:45:00,Historical
GRZ,SVQ,846,Graz,Seville,Austria,Spain,2046.76,36000,2023-02-28 10:45:00,Historical
GRZ,SVQ,910,Graz,Seville,Austria,Spain,2046.76,98100,2023-02-28 15:40:00,Historical
GRZ,SVQ,960,Graz,Seville,Austria,Spain,2046.76,95100,2023-02-28 15:40:00,Historical
GRZ,SVQ,982,Graz,Seville,Austria,Spain,2046.76,41400,2023-02-28 10:15:00,Historical
GRZ,SVQ,983,Graz,Seville,Austria,Spain,2046.76,119100,2023-02-28 15:40:00,Historical
GRZ,SVQ,989,Graz,Seville,Austria,Spain,2046.76,119100,2023-02-28 15:40:00,Historical
GRZ,SVQ,1010,Graz,Seville,Austria,Spain,2046.76,109800,2023-02-28 15:40:00,Historical
GRZ,SVQ,1016,Graz,Seville,Austria,Spain,2046.76,109800,2023-02-28 15:40:00,Historical
GRZ,SVQ,1019,Graz,Seville,Austria,Spain,2046.76,119100,2023-02-28 15:40:00,Historical
GRZ,SVQ,1080,Graz,Seville,Austria,Spain,2046.76,39600,2023-02-28 10:45:00,Historical
GRZ,SVQ,1210,Graz,Seville,Austria,Spain,2046.76,39600,2023-02-28 10:45:00,Historical
GRZ,TFN,333,Graz,Tenerife,Austria,Spain,3435.88,70800,2023-02-28 15:05:00,Beach
GRZ,TFN,365,Graz,Tenerife,Austria,Spain,3435.88,159300,2023-02-28 15:05:00,Beach
GRZ,TFN,428,Graz,Tenerife,Austria,Spain,3435.88,68100,2023-02-28 15:05:00,Beach
GRZ,TFN,428,Graz,Tenerife,Austria,Spain,3435.88,72900,2023-02-28 15:05:00,Beach
GRZ,TFN,457,Graz,Tenerife,Austria,Spain,3435.88,99900,2023-02-28 15:05:00,Beach
GRZ,TFN,459,Graz,Tenerife,Austria,Spain,3435.88,99900,2023-02-28 15:05:00,Beach
GRZ,TFN,486,Graz,Tenerife,Austria,Spain,3435.88,68700,2023-02-28 15:40:00,Beach
GRZ,TFN,488,Graz,Tenerife,Austria,Spain,3435.88,90600,2023-02-28 15:05:00,Beach
GRZ,TFN,540,Graz,Tenerife,Austria,Spain,3435.88,68100,2023-02-28 15:05:00,Beach
GRZ,TFN,540,Graz,Tenerife,Austria,Spain,3435.88,157200,2023-02-28 15:40:00,Beach
GRZ,TFN,542,Graz,Tenerife,Austria,Spain,3435.88,72900,2023-02-28 15:05:00,Beach
GRZ,TFN,578,Graz,Tenerife,Austria,Spain,3435.88,64200,2023-02-28 15:40:00,Beach
GRZ,TFN,581,Graz,Tenerife,Austria,Spain,3435.88,66000,2023-02-28 15:40:00,Beach
GRZ,TFN,581,Graz,Tenerife,Austria,Spain,3435.88,70800,2023-02-28 15:40:00,Beach
GRZ,TFN,607,Graz,Tenerife,Austria,Spain,3435.88,48900,2023-02-28 10:45:00,Beach
GRZ,TFN,629,Graz,Tenerife,Austria,Spain,3435.88,97800,2023-02-28 15:40:00,Beach
GRZ,TFN,669,Graz,Tenerife,Austria,Spain,3435.88,156000,2023-02-28 15:40:00,Beach
GRZ,TFN,678,Graz,Tenerife,Austria,Spain,3435.88,50700,2023-02-28 10:15:00,Beach
GRZ,TFN,696,Graz,Tenerife,Austria,Spain,3435.88,66000,2023-02-28 15:40:00,Beach
GRZ,TFN,696,Graz,Tenerife,Austria,Spain,3435.88,70800,2023-02-28 15:40:00,Beach
GRZ,TFN,742,Graz,Tenerife,Austria,Spain,3435.88,68100,2023-02-28 15:05:00,Beach
GRZ,TFN,742,Graz,Tenerife,Austria,Spain,3435.88,72900,2023-02-28 15:05:00,Beach
GRZ,TFN,772,Graz,Tenerife,Austria,Spain,3435.88,66000,2023-02-28 15:40:00,Beach
GRZ,TFN,772,Graz,Tenerife,Austria,Spain,3435.88,70800,2023-02-28 15:40:00,Beach
GRZ,TFN,779,Graz,Tenerife,Austria,Spain,3435.88,66000,2023-02-28 15:40:00,Beach
GRZ,TFN,779,Graz,Tenerife,Austria,Spain,3435.88,70800,2023-02-28 15:40:00,Beach
GRZ,TFN,807,Graz,Tenerife,Austria,Spain,3435.88,66000,2023-02-28 15:40:00,Beach
GRZ,TFN,807,Graz,Tenerife,Austria,Spain,3435.88,70800,2023-02-28 15:40:00,Beach
GRZ,TFN,846,Graz,Tenerife,Austria,Spain,3435.88,32700,2023-02-28 14:35:00,Beach
GRZ,TFN,908,Graz,Tenerife,Austria,Spain,3435.88,45900,2023-02-28 10:45:00,Beach
GRZ,TFN,922,Graz,Tenerife,Austria,Spain,3435.88,46500,2023-02-28 10:45:00,Beach
GRZ,TFN,963,Graz,Tenerife,Austria,Spain,3435.88,32700,2023-02-28 14:35:00,Beach
GRZ,TFN,1024,Graz,Tenerife,Austria,Spain,3435.88,35400,2023-02-28 10:45:00,Beach
GRZ,TFN,1058,Graz,Tenerife,Austria,Spain,3435.88,46800,2023-02-28 10:45:00,Beach
GRZ,TFN,1163,Graz,Tenerife,Austria,Spain,3435.88,35400,2023-02-28 10:45:00,Beach
GRZ,TFN,1193,Graz,Tenerife,Austria,Spain,3435.88,35400,2023-02-28 10:45:00,Beach
GRZ,TFN,1412,Graz,Tenerife,Austria,Spain,3435.88,69600,2023-02-28 15:40:00,Beach
GRZ,TFN,1686,Graz,Tenerife,Austria,Spain,3435.88,69600,2023-02-28 15:40:00,Beach
GRZ,TFN,1855,Graz,Tenerife,Austria,Spain,3435.88,71700,2023-02-28 15:05:00,Beach
GRZ,TFS,304,Graz,Tenerife,Austria,Spain,3486.62,95400,2023-02-28 15:05:00,Beach
GRZ,TFS,318,Graz,Tenerife,Austria,Spain,3486.62,78900,2023-02-28 15:05:00,Beach
GRZ,TFS,362,Graz,Tenerife,Austria,Spain,3486.62,125640,2023-02-28 15:05:00,Beach
GRZ,TFS,382,Graz,Tenerife,Austria,Spain,3486.62,74100,2023-02-28 15:05:00,Beach
GRZ,TFS,459,Graz,Tenerife,Austria,Spain,3486.62,89100,2023-02-28 15:05:00,Beach
GRZ,TFS,470,Graz,Tenerife,Austria,Spain,3486.62,85200,2023-02-28 15:40:00,Beach
GRZ,TFS,484,Graz,Tenerife,Austria,Spain,3486.62,100200,2023-02-28 15:40:00,Beach
GRZ,TFS,504,Graz,Tenerife,Austria,Spain,3486.62,77400,2023-02-28 15:05:00,Beach
GRZ,TFS,533,Graz,Tenerife,Austria,Spain,3486.62,72000,2023-02-28 15:40:00,Beach
GRZ,TFS,538,Graz,Tenerife,Austria,Spain,3486.62,84600,2023-02-28 14:35:00,Beach
GRZ,TFS,558,Graz,Tenerife,Austria,Spain,3486.62,66000,2023-02-28 15:05:00,Beach
GRZ,TFS,581,Graz,Tenerife,Austria,Spain,3486.62,89100,2023-02-28 14:35:00,Beach
GRZ,TFS,604,Graz,Tenerife,Austria,Spain,3486.62,69300,2023-02-28 15:40:00,Beach
GRZ,TFS,607,Graz,Tenerife,Austria,Spain,3486.62,80700,2023-02-28 15:40:00,Beach
GRZ,TFS,607,Graz,Tenerife,Austria,Spain,3486.62,92100,2023-02-28 10:45:00,Beach
GRZ,TFS,616,Graz,Tenerife,Austria,Spain,3486.62,97500,2023-02-28 10:15:00,Beach
GRZ,TFS,646,Graz,Tenerife,Austria,Spain,3486.62,89100,2023-02-28 14:35:00,Beach
GRZ,TFS,648,Graz,Tenerife,Austria,Spain,3486.62,76800,2023-02-28 15:40:00,Beach
GRZ,TFS,657,Graz,Tenerife,Austria,Spain,3486.62,76500,2023-02-28 15:05:00,Beach
GRZ,TFS,709,Graz,Tenerife,Austria,Spain,3486.62,63900,2023-02-28 15:40:00,Beach
GRZ,TFS,739,Graz,Tenerife,Austria,Spain,3486.62,76500,2023-02-28 15:40:00,Beach
GRZ,TFS,747,Graz,Tenerife,Austria,Spain,3486.62,78000,2023-02-28 15:40:00,Beach
GRZ,TFS,764,Graz,Tenerife,Austria,Spain,3486.62,80700,2023-02-28 14:35:00,Beach
GRZ,TFS,785,Graz,Tenerife,Austria,Spain,3486.62,42300,2023-02-28 15:05:00,Beach
GRZ,TFS,820,Graz,Tenerife,Austria,Spain,3486.62,42300,2023-02-28 15:05:00,Beach
GRZ,TFS,821,Graz,Tenerife,Austria,Spain,3486.62,40200,2023-02-28 15:40:00,Beach
GRZ,TFS,839,Graz,Tenerife,Austria,Spain,3486.62,75600,2023-02-28 15:40:00,Beach
GRZ,TFS,849,Graz,Tenerife,Austria,Spain,3486.62,40200,2023-02-28 15:40:00,Beach
GRZ,TFS,850,Graz,Tenerife,Austria,Spain,3486.62,74400,2023-02-28 15:40:00,Beach
GRZ,TFS,860,Graz,Tenerife,Austria,Spain,3486.62,79200,2023-02-28 15:40:00,Beach
GRZ,TFS,866,Graz,Tenerife,Austria,Spain,3486.62,79200,2023-02-28 15:40:00,Beach
GRZ,TFS,904,Graz,Tenerife,Austria,Spain,3486.62,78600,2023-02-28 15:05:00,Beach
GRZ,TFS,945,Graz,Tenerife,Austria,Spain,3486.62,40200,2023-02-28 15:40:00,Beach
GRZ,TFS,980,Graz,Tenerife,Austria,Spain,3486.62,40200,2023-02-28 15:40:00,Beach
GRZ,TFS,1004,Graz,Tenerife,Austria,Spain,3486.62,77700,2023-02-28 15:05:00,Beach
GRZ,TFS,1018,Graz,Tenerife,Austria,Spain,3486.62,51300,2023-02-28 10:45:00,Beach
GRZ,TFS,1049,Graz,Tenerife,Austria,Spain,3486.62,51300,2023-02-28 10:45:00,Beach
GRZ,TFS,1103,Graz,Tenerife,Austria,Spain,3486.62,51300,2023-02-28 10:45:00,Beach
GRZ,TFS,1675,Graz,Tenerife,Austria,Spain,3486.62,51300,2023-02-28 10:45:00,Beach
GRZ,VLC,324,Graz,Valencia,Austria,Spain,1533.3,163500,2023-02-28 15:05:00,Cultural
GRZ,VLC,328,Graz,Valencia,Austria,Spain,1533.3,164100,2023-02-28 15:05:00,Cultural
GRZ,VLC,337,Graz,Valencia,Austria,Spain,1533.3,163500,2023-02-28 15:05:00,Cultural
GRZ,VLC,344,Graz,Valencia,Austria,Spain,1533.3,198600,2023-02-28 15:05:00,Cultural
GRZ,VLC,350,Graz,Valencia,Austria,Spain,1533.3,154200,2023-02-28 15:05:00,Cultural
GRZ,VLC,351,Graz,Valencia,Austria,Spain,1533.3,121200,2023-02-28 15:05:00,Cultural
GRZ,VLC,353,Graz,Valencia,Austria,Spain,1533.3,106200,2023-02-28 15:05:00,Cultural
GRZ,VLC,366,Graz,Valencia,Austria,Spain,1533.3,107100,2023-02-28 15:05:00,Cultural
GRZ,VLC,370,Graz,Valencia,Austria,Spain,1533.3,66300,2023-02-28 15:05:00,Cultural
GRZ,VLC,386,Graz,Valencia,Austria,Spain,1533.3,90300,2023-02-28 15:05:00,Cultural
GRZ,VLC,448,Graz,Valencia,Austria,Spain,1533.3,66300,2023-02-28 15:05:00,Cultural
GRZ,VLC,453,Graz,Valencia,Austria,Spain,1533.3,64800,2023-02-28 15:05:00,Cultural
GRZ,VLC,484,Graz,Valencia,Austria,Spain,1533.3,162000,2023-02-28 15:40:00,Cultural
GRZ,VLC,502,Graz,Valencia,Austria,Spain,1533.3,119100,2023-02-28 15:40:00,Cultural
GRZ,VLC,517,Graz,Valencia,Austria,Spain,1533.3,105000,2023-02-28 15:40:00,Cultural
GRZ,VLC,521,Graz,Valencia,Austria,Spain,1533.3,64200,2023-02-28 15:40:00,Cultural
GRZ,VLC,537,Graz,Valencia,Austria,Spain,1533.3,88200,2023-02-28 15:40:00,Cultural
GRZ,VLC,542,Graz,Valencia,Austria,Spain,1533.3,152100,2023-02-28 15:40:00,Cultural
GRZ,VLC,563,Graz,Valencia,Austria,Spain,1533.3,64800,2023-02-28 15:05:00,Cultural
GRZ,VLC,599,Graz,Valencia,Austria,Spain,1533.3,64200,2023-02-28 15:40:00,Cultural
GRZ,VLC,603,Graz,Valencia,Austria,Spain,1533.3,62700,2023-02-28 15:40:00,Cultural
GRZ,VLC,716,Graz,Valencia,Austria,Spain,1533.3,62700,2023-02-28 15:40:00,Cultural
GRZ,VLC,761,Graz,Valencia,Austria,Spain,1533.3,64800,2023-02-28 15:05:00,Cultural
GRZ,VLC,791,Graz,Valencia,Austria,Spain,1533.3,62700,2023-02-28 15:40:00,Cultural
GRZ,VLC,798,Graz,Valencia,Austria,Spain,1533.3,62700,2023-02-28 15:40:00,Cultural
GRZ,VLC,822,Graz,Valencia,Austria,Spain,1533.3,62700,2023-02-28 15:40:00,Cultural
GRZ,VLC,825,Graz,Valencia,Austria,Spain,1533.3,62700,2023-02-28 15:40:00,Cultural
GRZ,VLC,928,Graz,Valencia,Austria,Spain,1533.3,81600,2023-02-28 15:05:00,Cultural
GRZ,VLC,940,Graz,Valencia,Austria,Spain,1533.3,76800,2023-02-28 15:40:00,Cultural
GRZ,VLC,943,Graz,Valencia,Austria,Spain,1533.3,38100,2023-02-28 15:05:00,Cultural
GRZ,VLC,1056,Graz,Valencia,Austria,Spain,1533.3,38100,2023-02-28 15:05:00,Cultural
GRZ,VLC,1093,Graz,Valencia,Austria,Spain,1533.3,36000,2023-02-28 15:40:00,Cultural
GRZ,VLC,1093,Graz,Valencia,Austria,Spain,1533.3,36000,2023-02-28 15:40:00,Cultural
GRZ,VLC,1216,Graz,Valencia,Austria,Spain,1533.3,36000,2023-02-28 15:40:00,Cultural
GRZ,VLC,1441,Graz,Valencia,Austria,Spain,1533.3,39300,2023-02-28 10:45:00,Cultural
GRZ,VLL,393,Graz,Valladolid,Austria,Spain,1713.17,176400,2023-02-28 15:05:00,Cultural
GRZ,VLL,647,Graz,Valladolid,Austria,Spain,1713.17,176400,2023-02-28 15:05:00,Cultural
GRZ,VLL,684,Graz,Valladolid,Austria,Spain,1713.17,174300,2023-02-28 15:40:00,Cultural
GRZ,VLL,922,Graz,Valladolid,Austria,Spain,1713.17,165000,2023-02-28 15:05:00,Cultural
GRZ,VLL,927,Graz,Valladolid,Austria,Spain,1713.17,165000,2023-02-28 15:05:00,Cultural
GRZ,VLL,930,Graz,Valladolid,Austria,Spain,1713.17,165000,2023-02-28 15:05:00,Cultural
GRZ,VLL,1039,Graz,Valladolid,Austria,Spain,1713.17,174300,2023-02-28 15:40:00,Cultural
GRZ,VLL,1073,Graz,Valladolid,Austria,Spain,1713.17,174300,2023-02-28 15:40:00,Cultural
GRZ,VLL,1264,Graz,Valladolid,Austria,Spain,1713.17,182400,2023-02-28 10:15:00,Cultural
GRZ,VLL,1270,Graz,Valladolid,Austria,Spain,1713.17,166800,2023-02-28 14:35:00,Cultural
GRZ,VGO,342,Graz,Vigo,Austria,Spain,1970.63,83700,2023-02-28 15:05:00,Nature
GRZ,VGO,364,Graz,Vigo,Austria,Spain,1970.63,153300,2023-02-28 15:05:00,Nature
GRZ,VGO,405,Graz,Vigo,Austria,Spain,1970.63,63900,2023-02-28 15:05:00,Nature
GRZ,VGO,436,Graz,Vigo,Austria,Spain,1970.63,117300,2023-02-28 15:05:00,Nature
GRZ,VGO,440,Graz,Vigo,Austria,Spain,1970.63,82500,2023-02-28 15:05:00,Nature
GRZ,VGO,445,Graz,Vigo,Austria,Spain,1970.63,82500,2023-02-28 15:05:00,Nature
GRZ,VGO,484,Graz,Vigo,Austria,Spain,1970.63,117300,2023-02-28 15:05:00,Nature
GRZ,VGO,493,Graz,Vigo,Austria,Spain,1970.63,81600,2023-02-28 15:40:00,Nature
GRZ,VGO,513,Graz,Vigo,Austria,Spain,1970.63,66900,2023-02-28 15:05:00,Nature
GRZ,VGO,515,Graz,Vigo,Austria,Spain,1970.63,63900,2023-02-28 15:05:00,Nature
GRZ,VGO,552,Graz,Vigo,Austria,Spain,1970.63,151200,2023-02-28 15:40:00,Nature
GRZ,VGO,555,Graz,Vigo,Austria,Spain,1970.63,61800,2023-02-28 15:40:00,Nature
GRZ,VGO,559,Graz,Vigo,Austria,Spain,1970.63,151200,2023-02-28 15:40:00,Nature
GRZ,VGO,571,Graz,Vigo,Austria,Spain,1970.63,97200,2023-02-28 15:05:00,Nature
GRZ,VGO,586,Graz,Vigo,Austria,Spain,1970.63,115200,2023-02-28 15:40:00,Nature
GRZ,VGO,591,Graz,Vigo,Austria,Spain,1970.63,80400,2023-02-28 15:40:00,Nature
GRZ,VGO,606,Graz,Vigo,Austria,Spain,1970.63,80400,2023-02-28 15:40:00,Nature
GRZ,VGO,623,Graz,Vigo,Austria,Spain,1970.63,66900,2023-02-28 15:05:00,Nature
GRZ,VGO,626,Graz,Vigo,Austria,Spain,1970.63,66900,2023-02-28 15:05:00,Nature
GRZ,VGO,638,Graz,Vigo,Austria,Spain,1970.63,42300,2023-02-28 10:45:00,Nature
GRZ,VGO,663,Graz,Vigo,Austria,Spain,1970.63,64800,2023-02-28 15:40:00,Nature
GRZ,VGO,668,Graz,Vigo,Austria,Spain,1970.63,61800,2023-02-28 15:40:00,Nature
GRZ,VGO,709,Graz,Vigo,Austria,Spain,1970.63,84300,2023-02-28 14:35:00,Nature
GRZ,VGO,713,Graz,Vigo,Austria,Spain,1970.63,63900,2023-02-28 15:05:00,Nature
GRZ,VGO,743,Graz,Vigo,Austria,Spain,1970.63,61800,2023-02-28 15:40:00,Nature
GRZ,VGO,749,Graz,Vigo,Austria,Spain,1970.63,82500,2023-02-28 15:05:00,Nature
GRZ,VGO,750,Graz,Vigo,Austria,Spain,1970.63,61800,2023-02-28 15:40:00,Nature
GRZ,VGO,776,Graz,Vigo,Austria,Spain,1970.63,64800,2023-02-28 15:40:00,Nature
GRZ,VGO,777,Graz,Vigo,Austria,Spain,1970.63,61800,2023-02-28 15:40:00,Nature
GRZ,VGO,778,Graz,Vigo,Austria,Spain,1970.63,80400,2023-02-28 15:40:00,Nature
GRZ,VGO,785,Graz,Vigo,Austria,Spain,1970.63,80400,2023-02-28 15:40:00,Nature
GRZ,VGO,813,Graz,Vigo,Austria,Spain,1970.63,80400,2023-02-28 15:40:00,Nature
GRZ,VGO,821,Graz,Vigo,Austria,Spain,1970.63,66900,2023-02-28 15:05:00,Nature
GRZ,VGO,851,Graz,Vigo,Austria,Spain,1970.63,64800,2023-02-28 15:40:00,Nature
GRZ,VGO,858,Graz,Vigo,Austria,Spain,1970.63,64800,2023-02-28 15:40:00,Nature
GRZ,VGO,880,Graz,Vigo,Austria,Spain,1970.63,64800,2023-02-28 15:40:00,Nature
GRZ,VGO,885,Graz,Vigo,Austria,Spain,1970.63,64800,2023-02-28 15:40:00,Nature
GRZ,VGO,897,Graz,Vigo,Austria,Spain,1970.63,37800,2023-02-28 10:45:00,Nature
GRZ,VGO,988,Graz,Vigo,Austria,Spain,1970.63,40500,2023-02-28 10:45:00,Nature
GRZ,VGO,1034,Graz,Vigo,Austria,Spain,1970.63,37800,2023-02-28 10:45:00,Nature
GRZ,VGO,1072,Graz,Vigo,Austria,Spain,1970.63,40500,2023-02-28 10:45:00,Nature
GRZ,VGO,1626,Graz,Vigo,Austria,Spain,1970.63,61800,2023-02-28 15:40:00,Nature
GRZ,VGO,1792,Graz,Vigo,Austria,Spain,1970.63,63900,2023-02-28 15:05:00,Nature
GRZ,VIT,332,Graz,Vitoria-Gasteiz,Austria,Spain,1498.66,167100,2023-02-28 15:05:00,Nature
GRZ,VIT,337,Graz,Vitoria-Gasteiz,Austria,Spain,1498.66,167100,2023-02-28 15:05:00,Nature
GRZ,VDE,423,Graz,Valverde,Austria,Spain,3595.22,86100,2023-02-28 15:05:00,Nature
GRZ,VDE,574,Graz,Valverde,Austria,Spain,3595.22,84000,2023-02-28 15:40:00,Nature
GRZ,VDE,592,Graz,Valverde,Austria,Spain,3595.22,98100,2023-02-28 15:40:00,Nature
GRZ,VDE,804,Graz,Valverde,Austria,Spain,3595.22,204000,2023-02-28 10:15:00,Nature
GRZ,VDE,809,Graz,Valverde,Austria,Spain,3595.22,102000,2023-02-28 14:35:00,Nature
GRZ,VDE,825,Graz,Valverde,Austria,Spain,3595.22,77700,2023-02-28 15:05:00,Nature
GRZ,VDE,855,Graz,Valverde,Austria,Spain,3595.22,75600,2023-02-28 15:40:00,Nature
GRZ,VDE,862,Graz,Valverde,Austria,Spain,3595.22,75600,2023-02-28 15:40:00,Nature
GRZ,VDE,889,Graz,Valverde,Austria,Spain,3595.22,75600,2023-02-28 15:40:00,Nature
GRZ,VDE,960,Graz,Valverde,Austria,Spain,3595.22,100200,2023-02-28 15:05:00,Nature
GRZ,VDE,985,Graz,Valverde,Austria,Spain,3595.22,98100,2023-02-28 15:40:00,Nature
GRZ,VDE,992,Graz,Valverde,Austria,Spain,3595.22,98100,2023-02-28 15:40:00,Nature
GRZ,VDE,1020,Graz,Valverde,Austria,Spain,3595.22,100200,2023-02-28 15:05:00,Nature
GRZ,VDE,1020,Graz,Valverde,Austria,Spain,3595.22,172500,2023-02-28 15:05:00,Nature
GRZ,VDE,1188,Graz,Valverde,Austria,Spain,3595.22,99900,2023-02-28 15:40:00,Nature
GRZ,VDE,1189,Graz,Valverde,Austria,Spain,3595.22,98100,2023-02-28 15:40:00,Nature
GRZ,VDE,1195,Graz,Valverde,Austria,Spain,3595.22,98100,2023-02-28 15:40:00,Nature
GRZ,VDE,1195,Graz,Valverde,Austria,Spain,3595.22,99900,2023-02-28 15:40:00,Nature
GRZ,VDE,1390,Graz,Valverde,Austria,Spain,3595.22,86100,2023-02-28 15:05:00,Nature
GRZ,VDE,1420,Graz,Valverde,Austria,Spain,3595.22,84000,2023-02-28 15:40:00,Nature
GRZ,VDE,1427,Graz,Valverde,Austria,Spain,3595.22,84000,2023-02-28 15:40:00,Nature
GRZ,VDE,1454,Graz,Valverde,Austria,Spain,3595.22,84000,2023-02-28 15:40:00,Nature
GRZ,ZAZ,310,Graz,Zaragoza,Austria,Spain,1436.49,159900,2023-02-28 15:05:00,Cultural
GRZ,ZAZ,315,Graz,Zaragoza,Austria,Spain,1436.49,159900,2023-02-28 15:05:00,Cultural
GRZ,ZAZ,387,Graz,Zaragoza,Austria,Spain,1436.49,93300,2023-02-28 15:05:00,Cultural
GRZ,ZAZ,389,Graz,Zaragoza,Austria,Spain,1436.49,93300,2023-02-28 15:05:00,Cultural
GRZ,ZAZ,446,Graz,Zaragoza,Austria,Spain,1436.49,86400,2023-02-28 15:05:00,Cultural
GRZ,ZAZ,510,Graz,Zaragoza,Austria,Spain,1436.49,157800,2023-02-28 15:40:00,Cultural
GRZ,ZAZ,512,Graz,Zaragoza,Austria,Spain,1436.49,157800,2023-02-28 15:40:00,Cultural
GRZ,ZAZ,523,Graz,Zaragoza,Austria,Spain,1436.49,157800,2023-02-28 15:40:00,Cultural
GRZ,ZAZ,532,Graz,Zaragoza,Austria,Spain,1436.49,91200,2023-02-28 15:40:00,Cultural
GRZ,ZAZ,534,Graz,Zaragoza,Austria,Spain,1436.49,91200,2023-02-28 15:40:00,Cultural
GRZ,ZAZ,598,Graz,Zaragoza,Austria,Spain,1436.49,84300,2023-02-28 15:40:00,Cultural
GRZ,ZAZ,620,Graz,Zaragoza,Austria,Spain,1436.49,84300,2023-02-28 15:40:00,Cultural
GRZ,ZAZ,687,Graz,Zaragoza,Austria,Spain,1436.49,93300,2023-02-28 15:05:00,Cultural
GRZ,ZAZ,739,Graz,Zaragoza,Austria,Spain,1436.49,95100,2023-02-28 14:35:00,Cultural
GRZ,ZAZ,768,Graz,Zaragoza,Austria,Spain,1436.49,91200,2023-02-28 15:40:00,Cultural
GRZ,ZAZ,779,Graz,Zaragoza,Austria,Spain,1436.49,159900,2023-02-28 15:05:00,Cultural
GRZ,ZAZ,820,Graz,Zaragoza,Austria,Spain,1436.49,91200,2023-02-28 15:40:00,Cultural
GRZ,ZAZ,857,Graz,Zaragoza,Austria,Spain,1436.49,78600,2023-02-28 14:35:00,Cultural
