flyFrom,flyTo,price,cityFrom,cityTo,countryFrom,countryTo,distance,duration,conversion,fare,bags_price,luggage_weight,availability,local_arrival,local_departure,airlines
TIA,AGP,212,Tirana,Málaga,Albania,Spain,2151.6,142500,{'EUR': 212},212,{'1': 238},23,2.0,2023-03-02 08:50:00,2023-02-28 17:15:00,"JU, UX"
TIA,AGP,253,Tirana,Málaga,Albania,Spain,2151.6,118800,{'EUR': 253},253,{'1': 209.967},23,2.0,2023-03-01 21:20:00,2023-02-28 12:20:00,"UX, VY, W6"
TIA,AGP,265,Tirana,Málaga,Albania,Spain,2151.6,155100,{'EUR': 265},265,"{'1': 219.419, '2': 440.538}",23,1.0,2023-03-02 16:00:00,2023-02-28 20:55:00,"FR, W6"
TIA,AGP,266,Tirana,Málaga,Albania,Spain,2151.6,215700,{'EUR': 266},266,{'1': 194.99},23,4.0,2023-03-03 08:50:00,2023-02-28 20:55:00,"UX, VY, W6"
TIA,AGP,280,Tirana,Málaga,Albania,Spain,2151.6,136200,{'EUR': 280},280,{'1': 144.5},23,2.0,2023-03-02 08:50:00,2023-02-28 19:00:00,"UX, A3"
TIA,AGP,292,Tirana,Málaga,Albania,Spain,2151.6,129300,{'EUR': 292},292,{'1': 239.156},23,2.0,2023-03-02 08:50:00,2023-02-28 20:55:00,"UX, FR, U2, W6"
TIA,AGP,309,Tirana,Málaga,Albania,Spain,2151.6,141600,{'EUR': 309},309,{'1': 140.556},23,3.0,2023-03-02 12:15:00,2023-02-28 20:55:00,"FR, VY, W6"
TIA,AGP,309,Tirana,Málaga,Albania,Spain,2151.6,162900,{'EUR': 309},309,{'1': 206.567},23,2.0,2023-03-02 09:35:00,2023-02-28 12:20:00,"IB, VY, W6"
TIA,AGP,314,Tirana,Málaga,Albania,Spain,2151.6,101100,{'EUR': 314},314,{'1': 238},23,3.0,2023-03-01 21:20:00,2023-02-28 17:15:00,"JU, UX"
TIA,AGP,317,Tirana,Málaga,Albania,Spain,2151.6,132300,{'EUR': 317},317,{'1': 162.69},23,2.0,2023-03-02 09:40:00,2023-02-28 20:55:00,"VY, W6"
TIA,AGP,329,Tirana,Málaga,Albania,Spain,2151.6,70800,{'EUR': 329},329,"{'1': 172.89, '2': 379.78}",23,5.0,2023-03-01 16:35:00,2023-02-28 20:55:00,"KL, W6"
TIA,AGP,332,Tirana,Málaga,Albania,Spain,2151.6,160500,{'EUR': 332},332,{'1': 187},23,2.0,2023-03-02 15:35:00,2023-02-28 19:00:00,"BA, A3"
TIA,AGP,356,Tirana,Málaga,Albania,Spain,2151.6,149700,{'EUR': 356},356,{'1': 183.6},23,9.0,2023-03-02 09:35:00,2023-02-28 16:00:00,"IB, OS"
TIA,AGP,364,Tirana,Málaga,Albania,Spain,2151.6,138900,{'EUR': 364},364,{'1': 144.5},23,4.0,2023-03-02 09:35:00,2023-02-28 19:00:00,"IB, A3"
TIA,AGP,365,Tirana,Málaga,Albania,Spain,2151.6,81300,{'EUR': 365},365,{'1': 281.69},23,4.0,2023-03-01 10:05:00,2023-02-28 11:30:00,"AZ, VY, W6"
TIA,AGP,393,Tirana,Málaga,Albania,Spain,2151.6,96300,{'EUR': 393},393,{'1': 137.7},23,4.0,2023-03-01 21:45:00,2023-02-28 19:00:00,"OK, A3"
TIA,AGP,404,Tirana,Málaga,Albania,Spain,2151.6,80400,{'EUR': 404},404,{'1': 235.467},23,2.0,2023-03-01 14:20:00,2023-02-28 16:00:00,"VY, OS, W6"
TIA,AGP,417,Tirana,Málaga,Albania,Spain,2151.6,76800,{'EUR': 417},417,{'1': 165.767},23,2.0,2023-03-01 09:40:00,2023-02-28 12:20:00,"VY, W6"
TIA,AGP,420,Tirana,Málaga,Albania,Spain,2151.6,66300,{'EUR': 420},420,"{'1': 257.533, '2': 765.833}",23,1.0,2023-03-01 10:25:00,2023-02-28 16:00:00,"U2, OS"
TIA,AGP,421,Tirana,Málaga,Albania,Spain,2151.6,80400,{'EUR': 421},421,{'1': 192.967},23,2.0,2023-03-01 14:20:00,2023-02-28 16:00:00,"VY, OS, W6"
TIA,AGP,448,Tirana,Málaga,Albania,Spain,2151.6,70800,{'EUR': 448},448,"{'1': 152.983, '2': 443.683}",23,3.0,2023-03-01 11:40:00,2023-02-28 16:00:00,"U2, OS"
TIA,AGP,453,Tirana,Málaga,Albania,Spain,2151.6,70500,{'EUR': 453},453,{'1': 172.533},23,5.0,2023-03-01 10:25:00,2023-02-28 14:50:00,"LH, U2"
TIA,AGP,464,Tirana,Málaga,Albania,Spain,2151.6,99600,{'EUR': 464},464,"{'1': 133.773, '2': 267.546}",23,1.0,2023-03-01 17:50:00,2023-02-28 14:10:00,"FR, W6"
TIA,AGP,489,Tirana,Málaga,Albania,Spain,2151.6,66300,{'EUR': 489},489,"{'1': 172.533, '2': 463.233}",23,5.0,2023-03-01 10:25:00,2023-02-28 16:00:00,"U2, OS"
TIA,AGP,498,Tirana,Málaga,Albania,Spain,2151.6,60600,{'EUR': 498},498,{'1': 234.6},23,9.0,2023-03-01 08:50:00,2023-02-28 16:00:00,"IB, UX, OS"
TIA,AGP,516,Tirana,Málaga,Albania,Spain,2151.6,60600,{'EUR': 516},516,{'1': 141.1},23,4.0,2023-03-01 08:50:00,2023-02-28 16:00:00,"IB, UX, OS"
TIA,AGP,521,Tirana,Málaga,Albania,Spain,2151.6,69600,{'EUR': 521},521,{'1': 122.4},23,1.0,2023-03-01 10:10:00,2023-02-28 14:50:00,"TB, LH"
TIA,AGP,546,Tirana,Málaga,Albania,Spain,2151.6,88500,{'EUR': 546},546,"{'1': 309.4, '2': 802.4}",23,9.0,2023-03-01 16:35:00,2023-02-28 16:00:00,"OS, KL"
TIA,AGP,555,Tirana,Málaga,Albania,Spain,2151.6,92700,{'EUR': 555},555,{'1': 204},23,9.0,2023-03-01 16:35:00,2023-02-28 14:50:00,"LH, KL"
TIA,AGP,576,Tirana,Málaga,Albania,Spain,2151.6,89400,{'EUR': 576},576,"{'1': 221.663, '2': 664.666}",23,9.0,2023-03-01 16:35:00,2023-02-28 15:45:00,"LX, KL"
TIA,AGP,577,Tirana,Málaga,Albania,Spain,2151.6,78600,{'EUR': 577},577,"{'1': 170.561, '2': 678.164}",23,3.0,2023-03-01 13:50:00,2023-02-28 16:00:00,"LX, OS"
TIA,AGP,584,Tirana,Málaga,Albania,Spain,2151.6,88500,{'EUR': 584},584,"{'1': 161.5, '2': 423.3}",23,9.0,2023-03-01 16:35:00,2023-02-28 16:00:00,"OS, KL"
TIA,AGP,601,Tirana,Málaga,Albania,Spain,2151.6,65100,{'EUR': 601},601,{'1': 207.383},23,4.0,2023-03-01 10:05:00,2023-02-28 16:00:00,"U2, OS, VY"
TIA,AGP,601,Tirana,Málaga,Albania,Spain,2151.6,66000,{'EUR': 601},601,{'1': 225.046},23,4.0,2023-03-01 10:05:00,2023-02-28 15:45:00,"LX, U2, VY"
TIA,AGP,602,Tirana,Málaga,Albania,Spain,2151.6,64500,{'EUR': 602},602,{'1': 243.44},23,4.0,2023-03-01 09:40:00,2023-02-28 15:45:00,"LX, VY"
TIA,AGP,620,Tirana,Málaga,Albania,Spain,2151.6,78900,{'EUR': 620},620,"{'1': 180.2, '2': 516.8}",23,1.0,2023-03-01 13:55:00,2023-02-28 16:00:00,"IB, OS"
TIA,AGP,625,Tirana,Málaga,Albania,Spain,2151.6,63600,{'EUR': 625},625,{'1': 192.1},23,4.0,2023-03-01 09:40:00,2023-02-28 16:00:00,"OS, VY"
TIA,AGP,633,Tirana,Málaga,Albania,Spain,2151.6,71700,{'EUR': 633},633,"{'1': 121.04, '2': 328.78}",23,4.0,2023-03-01 10:35:00,2023-02-28 14:40:00,"EW, W6"
TIA,AGP,636,Tirana,Málaga,Albania,Spain,2151.6,30300,{'EUR': 636},636,{'1': 229.5},23,2.0,2023-03-01 00:25:00,2023-02-28 16:00:00,"OS, VY"
TIA,AGP,636,Tirana,Málaga,Albania,Spain,2151.6,78900,{'EUR': 636},636,"{'1': 137.7, '2': 365.5}",23,1.0,2023-03-01 13:55:00,2023-02-28 16:00:00,"IB, OS"
TIA,AGP,643,Tirana,Málaga,Albania,Spain,2151.6,61200,{'EUR': 643},643,"{'1': 149.09, '2': 321.98}",23,3.0,2023-03-01 13:55:00,2023-02-28 20:55:00,"IB, W6"
TIA,AGP,660,Tirana,Málaga,Albania,Spain,2151.6,79500,{'EUR': 660},660,"{'1': 239.003, '2': 801.006}",23,3.0,2023-03-01 13:50:00,2023-02-28 15:45:00,LX
TIA,AGP,681,Tirana,Málaga,Albania,Spain,2151.6,78600,{'EUR': 681},681,"{'1': 178.84, '2': 641.24}",23,5.0,2023-03-01 13:50:00,2023-02-28 16:00:00,"LX, OS"
TIA,AGP,698,Tirana,Málaga,Albania,Spain,2151.6,78600,{'EUR': 698},698,"{'1': 136.34, '2': 489.94}",23,5.0,2023-03-01 13:50:00,2023-02-28 16:00:00,"LX, OS"
TIA,AGP,731,Tirana,Málaga,Albania,Spain,2151.6,30300,{'EUR': 731},731,{'1': 144.5},23,2.0,2023-03-01 00:25:00,2023-02-28 16:00:00,"OS, VY"
TIA,AGP,741,Tirana,Málaga,Albania,Spain,2151.6,67800,{'EUR': 741},741,{'1': 256.122},23,4.0,2023-03-01 13:50:00,2023-02-28 19:00:00,"LX, A3"
TIA,AGP,751,Tirana,Málaga,Albania,Spain,2151.6,79500,{'EUR': 751},751,"{'1': 102.663, '2': 374.663}",23,3.0,2023-03-01 13:50:00,2023-02-28 15:45:00,LX
TIA,AGP,765,Tirana,Málaga,Albania,Spain,2151.6,62100,{'EUR': 765},765,{},23,2.0,2023-03-01 11:00:00,2023-02-28 17:45:00,"KL, VY"
TIA,AGP,772,Tirana,Málaga,Albania,Spain,2151.6,93900,{'EUR': 772},772,{'1': 85},23,2.0,2023-03-01 16:55:00,2023-02-28 14:50:00,LH
TIA,AGP,782,Tirana,Málaga,Albania,Spain,2151.6,61200,{'EUR': 782},782,{'1': 182.223},23,1.0,2023-03-01 10:30:00,2023-02-28 17:30:00,"FR, VY, W6"
TIA,AGP,868,Tirana,Málaga,Albania,Spain,2151.6,61500,{'EUR': 868},868,{},23,2.0,2023-03-01 10:50:00,2023-02-28 17:45:00,"HV, KL"
TIA,AGP,875,Tirana,Málaga,Albania,Spain,2151.6,58500,{'EUR': 875},875,"{'1': 96.39, '2': 226.78}",23,4.0,2023-03-01 13:10:00,2023-02-28 20:55:00,"AF, W6"
TIA,AGP,966,Tirana,Málaga,Albania,Spain,2151.6,52200,{'EUR': 966},966,{'1': 151.453},23,1.0,2023-03-01 10:30:00,2023-02-28 20:00:00,"FR, VY, W6"
TIA,AGP,1047,Tirana,Málaga,Albania,Spain,2151.6,60900,{'EUR': 1047},1047,{'1': 309.4},23,1.0,2023-03-01 10:10:00,2023-02-28 17:15:00,"JU, TB, OS"
TIA,AGP,1104,Tirana,Málaga,Albania,Spain,2151.6,60900,{'EUR': 1104},1104,{'1': 266.9},23,1.0,2023-03-01 10:10:00,2023-02-28 17:15:00,"JU, SN, TB"
TIA,AGP,1825,Tirana,Málaga,Albania,Spain,2151.6,32100,{'EUR': 1825},1825,"{'1': 136.34, '2': 425.34}",23,6.0,2023-03-01 00:40:00,2023-02-28 15:45:00,"AF, LX"
TIA,ALC,184,Tirana,Alicante,Albania,Spain,1763.5,171000,{'EUR': 184},184,"{'1': 208.165, '2': 416.313}",23,6.0,2023-03-02 11:00:00,2023-02-28 11:30:00,"W6, FR"
TIA,ALC,196,Tirana,Alicante,Albania,Spain,1763.5,143700,{'EUR': 196},196,{'1': 238},23,2.0,2023-03-02 09:10:00,2023-02-28 17:15:00,"JU, UX"
TIA,ALC,230,Tirana,Alicante,Albania,Spain,1763.5,144000,{'EUR': 230},230,{'1': 168.742},23,4.0,2023-03-02 11:00:00,2023-02-28 19:00:00,"W6, A3"
TIA,ALC,239,Tirana,Alicante,Albania,Spain,1763.5,129600,{'EUR': 239},239,{'1': 137.19},23,2.0,2023-03-02 08:55:00,2023-02-28 20:55:00,"W6, VY"
TIA,ALC,253,Tirana,Alicante,Albania,Spain,1763.5,104400,{'EUR': 253},253,{'1': 209.967},23,2.0,2023-03-01 17:20:00,2023-02-28 12:20:00,"W6, VY, UX"
TIA,ALC,282,Tirana,Alicante,Albania,Spain,1763.5,138900,{'EUR': 282},282,{'1': 141.1},23,4.0,2023-03-02 09:35:00,2023-02-28 19:00:00,"A3, IB"
TIA,ALC,294,Tirana,Alicante,Albania,Spain,1763.5,87600,{'EUR': 294},294,"{'1': 249.849, '2': 507.365}",23,2.0,2023-03-01 21:15:00,2023-02-28 20:55:00,"W6, U2, FR"
TIA,ALC,294,Tirana,Alicante,Albania,Spain,1763.5,100800,{'EUR': 294},294,{'1': 158.967},23,2.0,2023-03-01 16:20:00,2023-02-28 12:20:00,"W6, VY"
TIA,ALC,330,Tirana,Alicante,Albania,Spain,1763.5,97500,{'EUR': 330},330,"{'1': 162.707, '2': 325.414}",23,3.0,2023-03-02 00:00:00,2023-02-28 20:55:00,"W6, FR"
TIA,ALC,335,Tirana,Alicante,Albania,Spain,1763.5,79500,{'EUR': 335},335,{'1': 239.19},23,7.0,2023-03-01 09:35:00,2023-02-28 11:30:00,"W6, AZ, IB"
TIA,ALC,339,Tirana,Alicante,Albania,Spain,1763.5,81600,{'EUR': 339},339,"{'1': 168.606, '2': 346.579}",23,2.0,2023-03-01 19:35:00,2023-02-28 20:55:00,"W6, U2, FR"
TIA,ALC,353,Tirana,Alicante,Albania,Spain,1763.5,63300,{'EUR': 353},353,"{'1': 180.2, '2': 516.8}",23,9.0,2023-03-01 09:35:00,2023-02-28 16:00:00,"OS, IB"
TIA,ALC,359,Tirana,Alicante,Albania,Spain,1763.5,97500,{'EUR': 359},359,{'1': 273.683},23,2.0,2023-03-01 15:25:00,2023-02-28 12:20:00,"W6, U2, VY"
TIA,ALC,361,Tirana,Alicante,Albania,Spain,1763.5,76800,{'EUR': 361},361,{'1': 144.5},23,3.0,2023-03-01 16:20:00,2023-02-28 19:00:00,"A3, VY"
TIA,ALC,366,Tirana,Alicante,Albania,Spain,1763.5,74100,{'EUR': 366},366,{'1': 164.067},23,2.0,2023-03-01 08:55:00,2023-02-28 12:20:00,"W6, VY"
TIA,ALC,369,Tirana,Alicante,Albania,Spain,1763.5,63300,{'EUR': 369},369,"{'1': 137.7, '2': 365.5}",23,9.0,2023-03-01 09:35:00,2023-02-28 16:00:00,"OS, IB"
TIA,ALC,383,Tirana,Alicante,Albania,Spain,1763.5,69900,{'EUR': 383},383,{'1': 223.89},23,4.0,2023-03-01 16:20:00,2023-02-28 20:55:00,"W6, KL, VY"
TIA,ALC,385,Tirana,Alicante,Albania,Spain,1763.5,69900,{'EUR': 385},385,{'1': 147.39},23,4.0,2023-03-01 16:20:00,2023-02-28 20:55:00,"W6, AF, VY"
TIA,ALC,389,Tirana,Alicante,Albania,Spain,1763.5,79800,{'EUR': 389},389,"{'1': 179.656, '2': 359.312}",23,1.0,2023-03-01 19:05:00,2023-02-28 20:55:00,"W6, FR"
TIA,ALC,408,Tirana,Alicante,Albania,Spain,1763.5,34500,{'EUR': 408},408,"{'1': 143.973, '2': 287.946}",23,2.0,2023-02-28 22:55:00,2023-02-28 13:20:00,"W6, FR"
TIA,ALC,425,Tirana,Alicante,Albania,Spain,1763.5,31500,{'EUR': 425},425,{'1': 206.04},23,4.0,2023-03-01 00:30:00,2023-02-28 15:45:00,"LX, VY"
TIA,ALC,447,Tirana,Alicante,Albania,Spain,1763.5,30600,{'EUR': 447},447,{'1': 154.7},23,4.0,2023-03-01 00:30:00,2023-02-28 16:00:00,"OS, VY"
TIA,ALC,474,Tirana,Alicante,Albania,Spain,1763.5,31800,{'EUR': 474},474,"{'1': 132.073, '2': 264.146}",23,1.0,2023-02-28 23:00:00,2023-02-28 14:10:00,"W6, FR"
TIA,ALC,482,Tirana,Alicante,Albania,Spain,1763.5,60600,{'EUR': 482},482,{'1': 134.555},23,2.0,2023-03-01 10:50:00,2023-02-28 18:00:00,"FR, 2B"
TIA,ALC,512,Tirana,Alicante,Albania,Spain,1763.5,84000,{'EUR': 512},512,"{'1': 290.343, '2': 870.349}",23,1.0,2023-03-01 15:05:00,2023-02-28 15:45:00,LX
TIA,ALC,537,Tirana,Alicante,Albania,Spain,1763.5,84000,{'EUR': 537},537,"{'1': 154.003, '2': 444.006}",23,9.0,2023-03-01 15:05:00,2023-02-28 15:45:00,LX
TIA,ALC,539,Tirana,Alicante,Albania,Spain,1763.5,83100,{'EUR': 539},539,{'1': 188.7},23,1.0,2023-03-01 18:05:00,2023-02-28 19:00:00,"A3, IB"
TIA,ALC,544,Tirana,Alicante,Albania,Spain,1763.5,78600,{'EUR': 544},544,"{'1': 176.256, '2': 352.512}",23,1.0,2023-03-01 18:45:00,2023-02-28 20:55:00,"W6, FR"
TIA,ALC,621,Tirana,Alicante,Albania,Spain,1763.5,78900,{'EUR': 621},621,{'1': 278.256},23,1.0,2023-03-01 15:25:00,2023-02-28 17:30:00,"W6, U2, VY, FR"
TIA,ALC,630,Tirana,Alicante,Albania,Spain,1763.5,73200,{'EUR': 630},630,"{'1': 181.356, '2': 362.712}",23,2.0,2023-03-01 17:15:00,2023-02-28 20:55:00,"W6, FR"
TIA,ALC,631,Tirana,Alicante,Albania,Spain,1763.5,62100,{'EUR': 631},631,"{'1': 149.09, '2': 321.98}",23,3.0,2023-03-01 14:10:00,2023-02-28 20:55:00,"W6, IB"
TIA,ALC,689,Tirana,Alicante,Albania,Spain,1763.5,63900,{'EUR': 689},689,{},23,6.0,2023-03-01 11:30:00,2023-02-28 17:45:00,"KL, U2"
TIA,ALC,707,Tirana,Alicante,Albania,Spain,1763.5,60300,{'EUR': 707},707,{},23,6.0,2023-03-01 10:30:00,2023-02-28 17:45:00,"KL, HV"
TIA,ALC,761,Tirana,Alicante,Albania,Spain,1763.5,72300,{'EUR': 761},761,{'1': 307.445},23,4.0,2023-03-01 15:05:00,2023-02-28 19:00:00,"LX, A3"
TIA,ALC,839,Tirana,Alicante,Albania,Spain,1763.5,68100,{'EUR': 839},839,"{'1': 398.123, '2': 830.246}",23,1.0,2023-03-01 12:25:00,2023-02-28 17:30:00,"W6, TP, FR"
TIA,ALC,884,Tirana,Alicante,Albania,Spain,1763.5,69000,{'EUR': 884},884,{'1': 226.1},23,1.0,2023-03-01 14:10:00,2023-02-28 19:00:00,"A3, IB"
TIA,ALC,901,Tirana,Alicante,Albania,Spain,1763.5,59700,{'EUR': 901},901,{'1': 309.4},23,2.0,2023-03-01 09:50:00,2023-02-28 17:15:00,"OS, JU, TB"
TIA,ALC,957,Tirana,Alicante,Albania,Spain,1763.5,59700,{'EUR': 957},957,{'1': 266.9},23,2.0,2023-03-01 09:50:00,2023-02-28 17:15:00,"JU, SN, TB"
TIA,ALC,1020,Tirana,Alicante,Albania,Spain,1763.5,59100,{'EUR': 1020},1020,"{'1': 367.353, '2': 768.706}",23,2.0,2023-03-01 12:25:00,2023-02-28 20:00:00,"W6, TP, FR"
TIA,LEI,332,Tirana,Almería,Albania,Spain,1968.22,188700,{'EUR': 332},332,{'1': 325.516},23,2.0,2023-03-02 21:40:00,2023-02-28 17:15:00,"JU, U2"
TIA,LEI,336,Tirana,Almería,Albania,Spain,1968.22,209400,{'EUR': 336},336,"{'1': 286.909, '2': 531.352}",23,4.0,2023-03-02 21:40:00,2023-02-28 11:30:00,"FR, W6, U2"
TIA,LEI,344,Tirana,Almería,Albania,Spain,1968.22,186000,{'EUR': 344},344,{'1': 205.666},23,2.0,2023-03-02 21:40:00,2023-02-28 18:00:00,"2B, U2"
TIA,LEI,344,Tirana,Almería,Albania,Spain,1968.22,194400,{'EUR': 344},344,"{'1': 206.856, '2': 405.246}",23,1.0,2023-03-02 21:40:00,2023-02-28 15:40:00,"W6, U2"
TIA,LEI,348,Tirana,Almería,Albania,Spain,1968.22,175500,{'EUR': 348},348,"{'1': 270.589, '2': 539.512}",23,3.0,2023-03-02 21:40:00,2023-02-28 20:55:00,"FR, W6, U2"
TIA,LEI,377,Tirana,Almería,Albania,Spain,1968.22,182400,{'EUR': 377},377,{'1': 235.416},23,1.0,2023-03-02 21:40:00,2023-02-28 19:00:00,"U2, A3"
TIA,LEI,384,Tirana,Almería,Albania,Spain,1968.22,97500,{'EUR': 384},384,{'1': 150.467},23,2.0,2023-03-01 15:25:00,2023-02-28 12:20:00,"VY, W6"
TIA,LEI,406,Tirana,Almería,Albania,Spain,1968.22,193200,{'EUR': 406},406,"{'1': 260.457, '2': 641.631}",23,6.0,2023-03-02 21:40:00,2023-02-28 16:00:00,"W6, OS, U2"
TIA,LEI,422,Tirana,Almería,Albania,Spain,1968.22,193200,{'EUR': 422},422,"{'1': 217.957, '2': 490.331}",23,6.0,2023-03-02 21:40:00,2023-02-28 16:00:00,"W6, OS, U2"
TIA,LEI,446,Tirana,Almería,Albania,Spain,1968.22,144900,{'EUR': 446},446,{'1': 282.2},23,2.0,2023-03-02 09:30:00,2023-02-28 17:15:00,"JU, IB"
TIA,LEI,452,Tirana,Almería,Albania,Spain,1968.22,73500,{'EUR': 452},452,{'1': 136},23,3.0,2023-03-01 15:25:00,2023-02-28 19:00:00,"VY, A3"
TIA,LEI,458,Tirana,Almería,Albania,Spain,1968.22,138600,{'EUR': 458},458,{'1': 188.7},23,1.0,2023-03-02 09:30:00,2023-02-28 19:00:00,"IB, A3"
TIA,LEI,464,Tirana,Almería,Albania,Spain,1968.22,149400,{'EUR': 464},464,"{'1': 180.2, '2': 516.8}",23,2.0,2023-03-02 09:30:00,2023-02-28 16:00:00,"IB, OS"
TIA,LEI,476,Tirana,Almería,Albania,Spain,1968.22,91500,{'EUR': 476},476,{'1': 198.067},23,2.0,2023-03-01 13:45:00,2023-02-28 12:20:00,"IB, VY, W6"
TIA,LEI,480,Tirana,Almería,Albania,Spain,1968.22,149400,{'EUR': 480},480,"{'1': 137.7, '2': 365.5}",23,2.0,2023-03-02 09:30:00,2023-02-28 16:00:00,"IB, OS"
TIA,LEI,543,Tirana,Almería,Albania,Spain,1968.22,75300,{'EUR': 543},543,{'1': 237.116},23,4.0,2023-03-01 11:45:00,2023-02-28 14:50:00,"LH, U2"
TIA,LEI,559,Tirana,Almería,Albania,Spain,1968.22,71100,{'EUR': 559},559,"{'1': 232.866, '2': 596.666}",23,4.0,2023-03-01 11:45:00,2023-02-28 16:00:00,"OS, U2"
TIA,LEI,564,Tirana,Almería,Albania,Spain,1968.22,135000,{'EUR': 564},564,"{'1': 214.557, '2': 452.931}",23,1.0,2023-03-02 09:30:00,2023-02-28 20:00:00,"IB, W6"
TIA,LEI,568,Tirana,Almería,Albania,Spain,1968.22,131700,{'EUR': 568},568,"{'1': 194.973, '2': 413.746}",23,1.0,2023-03-02 09:30:00,2023-02-28 20:55:00,"IB, FR, W6"
TIA,LEI,580,Tirana,Almería,Albania,Spain,1968.22,138600,{'EUR': 580},580,{'1': 141.1},23,4.0,2023-03-02 09:30:00,2023-02-28 19:00:00,"IB, A3"
TIA,LEI,583,Tirana,Almería,Albania,Spain,1968.22,75900,{'EUR': 583},583,"{'1': 242.556, '2': 468.996}",23,4.0,2023-03-01 11:45:00,2023-02-28 14:40:00,"W6, U2"
TIA,LEI,592,Tirana,Almería,Albania,Spain,1968.22,71100,{'EUR': 592},592,"{'1': 232.016, '2': 595.816}",23,4.0,2023-03-01 11:45:00,2023-02-28 16:00:00,"OS, U2"
TIA,LEI,629,Tirana,Almería,Albania,Spain,1968.22,72000,{'EUR': 629},629,"{'1': 198.356, '2': 480.556}",23,4.0,2023-03-01 11:45:00,2023-02-28 15:45:00,"U2, LX"
TIA,LEI,631,Tirana,Almería,Albania,Spain,1968.22,100500,{'EUR': 631},631,"{'1': 227.8, '2': 623.9}",23,2.0,2023-03-01 19:55:00,2023-02-28 16:00:00,"IB, OS"
TIA,LEI,647,Tirana,Almería,Albania,Spain,1968.22,100500,{'EUR': 647},647,"{'1': 185.3, '2': 472.6}",23,2.0,2023-03-01 19:55:00,2023-02-28 16:00:00,"IB, OS"
TIA,LEI,649,Tirana,Almería,Albania,Spain,1968.22,131700,{'EUR': 649},649,"{'1': 147.373, '2': 306.646}",23,2.0,2023-03-02 09:30:00,2023-02-28 20:55:00,"IB, FR, W6"
TIA,LEI,684,Tirana,Almería,Albania,Spain,1968.22,75900,{'EUR': 684},684,"{'1': 183.923, '2': 379.746}",23,1.0,2023-03-01 11:15:00,2023-02-28 14:10:00,"IB, FR, W6"
TIA,LEI,763,Tirana,Almería,Albania,Spain,1968.22,69300,{'EUR': 763},763,{'1': 280.5},23,1.0,2023-03-01 11:15:00,2023-02-28 16:00:00,"IB, VY, OS"
TIA,LEI,773,Tirana,Almería,Albania,Spain,1968.22,63000,{'EUR': 773},773,"{'1': 180.2, '2': 516.8}",23,1.0,2023-03-01 09:30:00,2023-02-28 16:00:00,"IB, OS"
TIA,LEI,789,Tirana,Almería,Albania,Spain,1968.22,63000,{'EUR': 789},789,"{'1': 137.7, '2': 365.5}",23,1.0,2023-03-01 09:30:00,2023-02-28 16:00:00,"IB, OS"
TIA,LEI,850,Tirana,Almería,Albania,Spain,1968.22,83100,{'EUR': 850},850,{'1': 188.7},23,1.0,2023-03-01 18:05:00,2023-02-28 19:00:00,"IB, A3"
TIA,LEI,857,Tirana,Almería,Albania,Spain,1968.22,69300,{'EUR': 857},857,{'1': 195.5},23,1.0,2023-03-01 11:15:00,2023-02-28 16:00:00,"IB, VY, OS"
TIA,LEI,943,Tirana,Almería,Albania,Spain,1968.22,69900,{'EUR': 943},943,{'1': 188.853},23,2.0,2023-03-01 15:25:00,2023-02-28 20:00:00,"FR, W6, VY"
TIA,LEI,1024,Tirana,Almería,Albania,Spain,1968.22,82800,{'EUR': 1024},1024,"{'1': 196.69, '2': 429.08}",23,2.0,2023-03-01 19:55:00,2023-02-28 20:55:00,"IB, W6"
TIA,LEI,1067,Tirana,Almería,Albania,Spain,1968.22,66600,{'EUR': 1067},1067,{'1': 208.59},23,4.0,2023-03-01 15:25:00,2023-02-28 20:55:00,"VY, W6, LH"
TIA,LEI,1113,Tirana,Almería,Albania,Spain,1968.22,76200,{'EUR': 1113},1113,"{'1': 196.69, '2': 429.08}",23,1.0,2023-03-01 18:05:00,2023-02-28 20:55:00,"IB, W6"
TIA,LEI,1652,Tirana,Almería,Albania,Spain,1968.22,73500,{'EUR': 1652},1652,{'1': 367.2},23,4.0,2023-03-01 15:25:00,2023-02-28 19:00:00,"IB, A3"
TIA,OVD,219,Tirana,Asturias,Albania,Spain,2119.06,198600,{'EUR': 219},219,{'1': 260.865},23,2.0,2023-03-02 18:40:00,2023-02-28 11:30:00,"W6, FR, VY"
TIA,OVD,227,Tirana,Asturias,Albania,Spain,2119.06,186600,{'EUR': 227},227,"{'1': 264.265, '2': 533.613}",23,1.0,2023-03-02 15:20:00,2023-02-28 11:30:00,"W6, FR, V7"
TIA,OVD,231,Tirana,Asturias,Albania,Spain,2119.06,177900,{'EUR': 231},231,{'1': 290.7},23,2.0,2023-03-02 18:40:00,2023-02-28 17:15:00,"JU, UX, VY"
TIA,OVD,238,Tirana,Asturias,Albania,Spain,2119.06,165900,{'EUR': 238},238,{'1': 294.1},23,1.0,2023-03-02 15:20:00,2023-02-28 17:15:00,"JU, V7, UX"
TIA,OVD,240,Tirana,Asturias,Albania,Spain,2119.06,79500,{'EUR': 240},240,{'1': 169.167},23,2.0,2023-03-01 10:25:00,2023-02-28 12:20:00,"W6, VY"
TIA,OVD,244,Tirana,Asturias,Albania,Spain,2119.06,135000,{'EUR': 244},244,{'1': 154.19},23,2.0,2023-03-02 10:25:00,2023-02-28 20:55:00,"W6, VY"
