id,flyFrom,flyTo,cityFrom,cityTo,price,airlines
21dd170f4bd80000fe573c5e_0|21dd170f4bd80000fe573c5e_1|170f0f9c4bd94bdf043aecb0_0|170f0f9c4bd94bdf043aecb0_1|170f0f9c4bd94bdf043aecb0_2|170f0f9c4bd94bdf043aecb0_3,DXB,SFO,Dubai,San Francisco,1545,"DL, KU"
21dd07f04bd8000066c8f234_0|21dd07f04bd8000066c8f234_1|07f001af4bd90000a8ef0b36_0|01af04884bda0000b8dbf7a6_0,DXB,BOS,Dubai,Boston,741,"U2, RJ, VY"
21dd170f4bd80000fe573c5e_0|21dd170f4bd80000fe573c5e_1|170f04884bd94be0bc103cb9_0|170f04884bd94be0bc103cb9_1|170f04884bd94be0bc103cb9_2|170f04884bd94be0bc103cb9_3,DXB,BOS,Dubai,Boston,745,"DL, KU"
21dd07f04bd8000066c8f234_0|21dd07f04bd8000066c8f234_1|07f001af4bd900006fdf1fa1_0|01af04884bda0000b8dbf7a6_0,DXB,BOS,Dubai,Boston,747,"RJ, VY"
05e61db84bd8000067eb5ed0_0|1db8065b4bd90000a7555095_0|065b01af4bda0000d0735428_0|01af04884bda0000b8dbf7a6_0,SHJ,BOS,Dubai,Boston,749,"G9, W6, VY, PC"
21dd170f4bd8000007331822_0|21dd170f4bd8000007331822_1|170f04884bd94be0bc103cb9_0|170f04884bd94be0bc103cb9_1|170f04884bd94be0bc103cb9_2|170f04884bd94be0bc103cb9_3,DXB,BOS,Dubai,Boston,764,"DL, GF"
05e61db84bd8000067eb5ed0_0|1db8032d4bd90000c7734e44_0|032d125b4bd90000f1c1065b_0|125b04884bda0000b508a929_0,SHJ,BOS,Dubai,Boston,775,"G9, FR, EI, PC"
21dd10074bd800009db698ca_0|100719b14bd90000d89b4f94_0|19b101af4bd90000c1996dfa_0|01af04884bda0000b8dbf7a6_0,DXB,BOS,Dubai,Boston,801,"FZ, W6, VY"
21dd0b774bd8000072f8123a_0|0b7701af4bd9000063b35f27_0|01af04884bda0000b8dbf7a6_0,DXB,BOS,Dubai,Boston,829,"W6, VY"
21dd0b774bd8000072f8123a_0|0b7722f54bd9000003dfcf58_0|22f5062e4bda000067afd6b2_0|062e04884bda0000c2d418b5_0,DXB,BOS,Dubai,Boston,835,"U2, W6, OG"
21dd0b774bd8000072f8123a_0|0b7701af4bd9000028746c7c_0|01af04884bda0000b8dbf7a6_0,DXB,BOS,Dubai,Boston,838,"W6, FR, VY"
21dd0b774bd8000072f8123a_0|0b7718ff4bd9000009f5f4da_0|18ff062e4bda000079799af3_0|062e04884bda0000c2d418b5_0,DXB,BOS,Dubai,Boston,839,"U2, W6, OG"
21dd0b774bd8000072f8123a_0|0b7722f54bd90000e972c6d7_0|22f5062e4bda000067afd6b2_0|062e04884bda0000c2d418b5_0,DXB,BOS,Dubai,Boston,844,"U2, W6, OG"
05e61db84bd8000067eb5ed0_0|1db823334bd90000ab11131f_0|233304884bda000079d615ba_0|233304884bda000079d615ba_1,SHJ,BOS,Dubai,Boston,859,"G9, PC, LH"
21dd10db4bd80000dc696119_0|10db07f04bd8000087257343_0|07f0062e4bd9000089fe0130_0|062e04884bd900002bee05d1_0,DXB,BOS,Dubai,Boston,864,"U2, RJ, OG, W6"
21dd0b774bd8000072f8123a_0|0b77032d4bd90000d14d7422_0|032d062e4bd90000142bf1bf_0|062e04884bd900002bee05d1_0,DXB,BOS,Dubai,Boston,868,"W6, FR, OG"
21dd0b774bd8000072f8123a_0|0b77125b4bd900008e6bb8d5_0|125b04884bda0000b508a929_0,DXB,BOS,Dubai,Boston,874,"EI, W6, FR"
21dd07f04bd8000066c8f234_0|21dd07f04bd8000066c8f234_1|07f020a14bda000086e895cf_0|20a104884bda00004daf5540_0,DXB,BOS,Dubai,Boston,877,"RJ, NO, B6"
21dd07f04bd8000066c8f234_0|21dd07f04bd8000066c8f234_1|07f020a14bda000086e895cf_0|20a104884bda0000e1638290_0,DXB,BOS,Dubai,Boston,877,"DL, RJ, NO"
05e61db84bd8000067eb5ed0_0|1db807bb4bd9000081b77813_0|07bb04884bd90000727261c2_0|07bb04884bd90000727261c2_1,SHJ,BOS,Dubai,Boston,908,"G9, OG, PC"
05e612724bd800008e3b4b25_0|127204884bd90000defb86f5_0|127204884bd90000defb86f5_1,SHJ,BOS,Dubai,Boston,916,"G9, TK"
21dd170f4bd80000f11d01fa_0|21dd170f4bd80000f11d01fa_1|170f04884bd94be0bc103cb9_0|170f04884bd94be0bc103cb9_1|170f04884bd94be0bc103cb9_2|170f04884bd94be0bc103cb9_3,DXB,BOS,Dubai,Boston,925,"DL, ME"
21dd12724bd80000c87613e0_0|1272170f4bd90000bf78a94e_0|170f04884bd94be0bc103cb9_0|170f04884bd94be0bc103cb9_1|170f04884bd94be0bc103cb9_2|170f04884bd94be0bc103cb9_3,DXB,BOS,Dubai,Boston,927,"DL, FZ, J9"
21dd10074bd80000d76cf1f4_0|21dd10074bd80000d76cf1f4_1|100704884bda4becf914d97b_0|100704884bda4becf914d97b_1|100704884bda4becf914d97b_2|100704884bda4becf914d97b_3|100704884bda4becf914d97b_4,DXB,BOS,Dubai,Boston,928,"UA, GF"
21dd174d4bd8000012908dfd_0|174d04884bd90000ceb7aee8_0|174d04884bd90000ceb7aee8_1,DXB,BOS,Dubai,Boston,942,"FZ, LH"
21dd12724bd80000cfd4b455_0|127204884bd90000defb86f5_0|127204884bd90000defb86f5_1,DXB,BOS,Dubai,Boston,948,"FZ, TK"
21dd12724bd80000e436843a_0|127204884bd80000493f2721_0|127204884bd80000493f2721_1,DXB,BOS,Dubai,Boston,948,"FZ, TK"
21dd12724bd80000e35b4023_0|127204884bd90000defb86f5_0|127204884bd90000defb86f5_1,DXB,BOS,Dubai,Boston,949,"FZ, TK"
21dd043c4bd80000cb313946_0|043c125b4bd90000b15f75d8_0|043c125b4bd90000b15f75d8_1|125b04884bda0000b508a929_0,DXB,BOS,Dubai,Boston,957,"EI, QR, F3"
21dd12724bd80000e7388892_0|21dd12724bd80000e7388892_1|127204884bd90000defb86f5_0|127204884bd90000defb86f5_1,DXB,BOS,Dubai,Boston,990,"GF, TK"
21dd0b774bd8000072f8123a_0|0b7704884bd94beea257b8af_0|0b7704884bd94beea257b8af_1|0b7704884bd94beea257b8af_2|0b7704884bd94beea257b8af_3,DXB,BOS,Dubai,Boston,1015,"DL, W6"
21dd043c4bd80000cb313946_0|043c20a14bd9000023362252_0|043c20a14bd9000023362252_1|20a104884bda0000427e6ecf_0,DXB,BOS,Dubai,Boston,1015,"F3, B6, ET"
21dd043c4bd80000cb313946_0|043c20a14bd9000023362252_0|043c20a14bd9000023362252_1|20a104884bda0000b21f263a_0,DXB,BOS,Dubai,Boston,1015,"DL, F3, ET"
21dd0b774bd8000072f8123a_0|0b7704884bd94be732479dc4_0|0b7704884bd94be732479dc4_1|0b7704884bd94be732479dc4_2|0b7704884bd94be732479dc4_3,DXB,BOS,Dubai,Boston,1018,"DL, W6"
21dd0b774bd8000072f8123a_0|0b7704884bd94be72c988d8e_0|0b7704884bd94be72c988d8e_1|0b7704884bd94be72c988d8e_2|0b7704884bd94be72c988d8e_3,DXB,BOS,Dubai,Boston,1021,"KL, W6"
21dd0b774bd8000072f8123a_0|0b7704884bd94be60e0f8fa4_0|0b7704884bd94be60e0f8fa4_1|0b7704884bd94be60e0f8fa4_2|0b7704884bd94be60e0f8fa4_3,DXB,BOS,Dubai,Boston,1021,"W6, LH"
21dd10074bd80000f78ca2d7_0|100722f54bd800001439ef43_0|22f504884bd90000f5aeb5b7_0|22f504884bd90000f5aeb5b7_1,DXB,BOS,Dubai,Boston,1022,"EI, LY, W9"
21dd0b774bd8000072f8123a_0|0b7704884bd94bee9d158d8b_0|0b7704884bd94bee9d158d8b_1|0b7704884bd94bee9d158d8b_2|0b7704884bd94bee9d158d8b_3,DXB,BOS,Dubai,Boston,1025,"KL, W6"
21dd10074bd80000f78ca2d7_0|100704884bd94bf310cb7671_0|100704884bd94bf310cb7671_1|100704884bd94bf310cb7671_2|100704884bd94bf310cb7671_3,DXB,BOS,Dubai,Boston,1033,"UA, LY"
21dd10074bd80000f78ca2d7_0|1007065b4bd800006a01ae36_0|065b04884bd90000a84b2c41_0|065b04884bd90000a84b2c41_1,DXB,BOS,Dubai,Boston,1036,"RO, LY, LH"
21dd10074bd84bdd6a9b2574_0|21dd10074bd84bdd6a9b2574_1|100704884bd94bfb76f80528_0|100704884bd94bfb76f80528_1|21dd10074bd84bdd6a9b2574_2|21dd10074bd84bdd6a9b2574_3|100704884bd94bfb76f80528_2|100704884bd94bfb76f80528_3,DXB,BOS,Dubai,Boston,1046,"UA, RJ"
21dd10074bd84bdd6a9b2574_0|21dd10074bd84bdd6a9b2574_1|100704884bd94bf312669c35_0|100704884bd94bf312669c35_1|21dd10074bd84bdd6a9b2574_2|21dd10074bd84bdd6a9b2574_3|100704884bd94bf312669c35_2|100704884bd94bf312669c35_3|100704884bd94bf312669c35_4,DXB,BOS,Dubai,Boston,1048,"UA, RJ"
21dd10074bd80000f78ca2d7_0|100710e84bd80000ae75016a_0|10e804884bd90000b5f59634_0|10e804884bd90000b5f59634_1,DXB,BOS,Dubai,Boston,1052,"HV, LY, EI"
21dd043c4bd80000cb313946_0|043c20a14bd9000023362252_0|043c20a14bd9000023362252_1|20a104884bd900002cd4c65f_0,DXB,BOS,Dubai,Boston,1058,"F3, AA, ET"
21dd10074bd84bdd6a9b2574_0|21dd10074bd84bdd6a9b2574_1|100704884bd94bf38d94c2b3_0|100704884bd94bf38d94c2b3_1|21dd10074bd84bdd6a9b2574_2|21dd10074bd84bdd6a9b2574_3|100704884bd94bf38d94c2b3_2|100704884bd94bf38d94c2b3_3|100704884bd94bf38d94c2b3_4,DXB,BOS,Dubai,Boston,1065,"UA, RJ"
21dd11af4bd800003998ed85_0|21dd11af4bd800003998ed85_1|21dd11af4bd800003998ed85_2|11af04884bd9000005fb3d94_0,DXB,BOS,Dubai,Boston,1072,"UA, ET"
21dd12724bd800005456f8c2_0|127204884bd90000defb86f5_0|127204884bd90000defb86f5_1,DXB,BOS,Dubai,Boston,1076,"KU, TK"
21dd12724bd80000c87613e0_0|127204884bd90000defb86f5_0|127204884bd90000defb86f5_1,DXB,BOS,Dubai,Boston,1077,"FZ, TK"
21dd10074bd84bdde067ab5a_0|21dd10074bd84bdde067ab5a_1|100704884bd94bf310cb7671_0|100704884bd94bf310cb7671_1|21dd10074bd84bdde067ab5a_2|21dd10074bd84bdde067ab5a_3|100704884bd94bf310cb7671_2|100704884bd94bf310cb7671_3,DXB,BOS,Dubai,Boston,1082,"UA, RJ"
21dd10074bd84bdd6a9b2574_0|21dd10074bd84bdd6a9b2574_1|100704884bd94bfc45904cb0_0|100704884bd94bfc45904cb0_1|21dd10074bd84bdd6a9b2574_2|21dd10074bd84bdd6a9b2574_3|100704884bd94bfc45904cb0_2|100704884bd94bfc45904cb0_3,DXB,BOS,Dubai,Boston,1089,"UA, RJ"
21dd10074bd800004b10b66e_0|100704884bd94bf310cb7671_0|100704884bd94bf310cb7671_1|100704884bd94bf310cb7671_2|100704884bd94bf310cb7671_3,DXB,BOS,Dubai,Boston,1101,"FZ, UA"
21dd0b774bd8000072f8123a_0|0b7704884bd90000b99b94ea_0|0b7704884bd90000b99b94ea_1,DXB,BOS,Dubai,Boston,1115,"W6, LH"
21dd12724bd80000e436843a_0|127220a14bd80000f2fdbec1_0|127220a14bd80000f2fdbec1_1|20a104884bd90000f829b966_0,DXB,BOS,Dubai,Boston,1116,"DL, FZ, TK"
21dd0b774bd8000072f8123a_0|0b77125b4bd900000602e7d0_0|125b04884bd900005c32b44d_0,DXB,BOS,Dubai,Boston,1123,"EI, W6, FR"
21dd174d4bd800000770de81_0|174d04884bd90000ceb7aee8_0|174d04884bd90000ceb7aee8_1,DXB,BOS,Dubai,Boston,1128,"J2, LH"
05e612724bd800008e3b4b25_0|127204884bd900009d32fd24_0|127204884bd900009d32fd24_1,SHJ,BOS,Dubai,Boston,1154,"DL, G9"
05e612724bd800008e3b4b25_0|127204884bd900003f393128_0|127204884bd900003f393128_1,SHJ,BOS,Dubai,Boston,1158,"KL, G9"
21dd10db4bd80000db04a500_0|10db065b4bd90000498ad4d6_0|065b04884bd9000025cfc626_0|065b04884bd9000025cfc626_1,DXB,BOS,Dubai,Boston,1175,"RO, RJ, LH"
21dd170f4bd80000fe573c5e_0|21dd170f4bd80000fe573c5e_1|170f04884bd94be0870e97f2_0|170f04884bd94be0870e97f2_1|170f04884bd94be0870e97f2_2|170f04884bd94be0870e97f2_3,DXB,BOS,Dubai,Boston,1474,"DL, KU"
05e61b364bd80000466118aa_0|05e61b364bd80000466118aa_1|1b3604884bd90000c9d19e96_0,SHJ,BOS,Dubai,Boston,1622,"QR, AA"
21dd170f4bd80000092a38be_0|170f04884bd94be0870e97f2_0|170f04884bd94be0870e97f2_1|170f04884bd94be0870e97f2_2|170f04884bd94be0870e97f2_3,DXB,BOS,Dubai,Boston,1715,"DL, EK"
21dd04884bd8000010b20196_0|21dd04884bd8000010b20196_1,DXB,BOS,Dubai,Boston,2824,AA
21dd04884bd80000cb7c76bb_0|21dd04884bd80000cb7c76bb_1,DXB,BOS,Dubai,Boston,4161,BA
